library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,14372,84,11,61.45,100,2026-06-01T13:02:40.706535
riverpod,add_user,5188,69,11,60.80,100,2026-06-01T13:02:53.045300
riverpod,add_user,5780,54,11,44.26,100,2026-06-01T13:03:02.838609
riverpod,add_user,5844,56,11,42.52,100,2026-06-01T13:03:12.624671
riverpod,add_user,3856,59,11,36.97,100,2026-06-01T13:03:22.419021
riverpod,add_user,6016,58,11,45.43,100,2026-06-01T13:03:32.190636
riverpod,edit_user,556,34,2,28.48,100,2026-06-01T13:03:38.590057
riverpod,search_query,-1436,29,1,18.43,100,2026-06-01T13:03:41.124650
riverpod,search_clear,3616,41,11,35.41,100,2026-06-01T13:03:42.201555
riverpod,delete_user,1904,51,11,42.11,100,2026-06-01T13:03:44.293532
riverpod,load_page_2,4784,63,13,56.45,100,2026-06-01T13:03:46.383272
riverpod,load_page_3,5320,90,21,74.20,100,2026-06-01T13:03:47.770043
getx,load_page_1,6212,57,10,29.41,100,2026-06-01T13:03:51.896527
getx,add_user,5984,54,10,42.91,100,2026-06-01T13:04:04.259240
getx,add_user,3716,51,10,38.76,100,2026-06-01T13:04:14.045280
getx,add_user,5544,39,10,30.34,100,2026-06-01T13:04:23.826686
getx,add_user,5740,59,10,45.07,100,2026-06-01T13:04:33.655325
getx,add_user,5848,57,10,43.47,100,2026-06-01T13:04:43.430888
getx,edit_user,3424,41,10,31.80,100,2026-06-01T13:04:49.811464
getx,search_query,-1688,24,1,11.97,100,2026-06-01T13:04:52.309621
getx,search_clear,3412,58,10,47.47,100,2026-06-01T13:04:53.409503
getx,delete_user,3388,63,10,47.22,100,2026-06-01T13:04:55.506043
getx,load_page_2,6208,76,22,65.03,100,2026-06-01T13:04:57.622915
getx,load_page_3,5376,80,33,71.16,100,2026-06-01T13:04:59.004947
provider,load_page_1,6496,47,11,26.96,100,2026-06-01T13:05:03.098779
provider,add_user,3948,47,11,39.80,100,2026-06-01T13:05:15.469177
provider,add_user,6156,55,11,42.87,100,2026-06-01T13:05:25.275685
provider,add_user,3848,59,11,45.25,100,2026-06-01T13:05:35.065686
provider,add_user,5788,56,11,44.09,100,2026-06-01T13:05:44.864777
provider,add_user,5632,47,11,35.58,100,2026-06-01T13:05:54.643084
provider,edit_user,3432,27,11,22.91,100,2026-06-01T13:06:01.051420
provider,search_query,-1316,30,2,18.34,100,2026-06-01T13:06:03.570709
provider,search_clear,3484,56,11,45.70,100,2026-06-01T13:06:04.666061
provider,delete_user,1748,61,11,45.41,100,2026-06-01T13:06:06.768565
provider,load_page_2,3156,62,23,53.62,100,2026-06-01T13:06:08.854546
provider,load_page_3,5380,98,34,78.93,100,2026-06-01T13:06:10.249251
watch_it,load_page_1,6208,55,11,31.47,100,2026-06-01T13:06:14.366621
watch_it,add_user,5912,53,11,41.01,100,2026-06-01T13:06:26.747486
watch_it,add_user,5696,51,11,40.70,100,2026-06-01T13:06:36.544095
watch_it,add_user,5680,56,11,45.79,100,2026-06-01T13:06:46.346722
watch_it,add_user,3940,58,11,46.05,100,2026-06-01T13:06:56.128591
watch_it,add_user,3620,43,11,31.63,100,2026-06-01T13:07:05.910004
watch_it,edit_user,3404,45,11,34.69,100,2026-06-01T13:07:12.326256
watch_it,search_query,-1424,32,2,18.44,100,2026-06-01T13:07:14.811908
watch_it,search_clear,3568,60,11,48.79,100,2026-06-01T13:07:15.898225
watch_it,delete_user,1680,47,11,38.84,100,2026-06-01T13:07:17.995308
watch_it,load_page_2,5208,70,23,58.64,100,2026-06-01T13:07:20.101110
watch_it,load_page_3,5080,82,34,73.00,100,2026-06-01T13:07:21.485951
