library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,15728,136,11,89.14,1000,2026-06-01T13:18:09.229196
riverpod,add_user,3940,58,11,56.64,1000,2026-06-01T13:18:21.464677
riverpod,add_user,6108,55,11,42.55,1000,2026-06-01T13:18:31.181457
riverpod,add_user,5872,60,11,45.58,1000,2026-06-01T13:18:40.997401
riverpod,add_user,5792,63,11,49.15,1000,2026-06-01T13:18:50.805021
riverpod,add_user,4008,62,11,47.31,1000,2026-06-01T13:19:00.626395
riverpod,edit_user,756,18,2,18.26,1000,2026-06-01T13:19:07.048492
riverpod,search_query,-1612,34,1,14.32,1000,2026-06-01T13:19:09.546695
riverpod,search_clear,5632,59,11,51.03,1000,2026-06-01T13:19:10.612441
riverpod,delete_user,3752,43,11,35.20,1000,2026-06-01T13:19:12.657196
riverpod,load_page_2,4608,63,13,51.61,1000,2026-06-01T13:19:14.738322
riverpod,load_page_3,10088,90,21,66.50,1000,2026-06-01T13:19:16.112896
getx,load_page_1,4304,45,10,28.32,1000,2026-06-01T13:19:20.167621
getx,add_user,5792,62,10,48.05,1000,2026-06-01T13:19:32.575444
getx,add_user,5844,48,10,36.53,1000,2026-06-01T13:19:42.395059
getx,add_user,5692,44,10,31.57,1000,2026-06-01T13:19:52.166006
getx,add_user,4148,57,10,44.56,1000,2026-06-01T13:20:01.966369
getx,add_user,5628,42,10,30.86,1000,2026-06-01T13:20:11.755351
getx,edit_user,3640,41,10,31.86,1000,2026-06-01T13:20:18.154907
getx,search_query,-1596,36,1,12.67,1000,2026-06-01T13:20:20.686070
getx,search_clear,3412,59,10,48.09,1000,2026-06-01T13:20:21.774042
getx,delete_user,1348,46,10,37.31,1000,2026-06-01T13:20:23.841699
getx,load_page_2,2912,59,22,51.93,1000,2026-06-01T13:20:25.956325
getx,load_page_3,5284,95,33,79.75,1000,2026-06-01T13:20:27.353140
provider,load_page_1,6204,49,11,33.89,1000,2026-06-01T13:20:31.471593
provider,add_user,5132,49,11,35.70,1000,2026-06-01T13:20:43.870581
provider,add_user,5948,58,11,45.28,1000,2026-06-01T13:20:53.609422
provider,add_user,5980,47,11,36.18,1000,2026-06-01T13:21:03.372221
provider,add_user,5788,38,11,31.20,1000,2026-06-01T13:21:13.145429
provider,add_user,5644,52,11,40.66,1000,2026-06-01T13:21:22.919595
provider,edit_user,3408,27,11,24.37,1000,2026-06-01T13:21:29.306384
provider,search_query,-1136,37,2,16.57,1000,2026-06-01T13:21:31.838603
provider,search_clear,3788,59,11,46.58,1000,2026-06-01T13:21:32.934375
provider,delete_user,1740,46,11,37.33,1000,2026-06-01T13:21:35.034306
provider,load_page_2,3208,77,23,63.49,1000,2026-06-01T13:21:37.142618
provider,load_page_3,5364,89,34,77.56,1000,2026-06-01T13:21:38.526766
watch_it,load_page_1,6392,46,11,35.41,1000,2026-06-01T13:21:42.648147
watch_it,add_user,5972,44,11,35.13,1000,2026-06-01T13:21:55.005272
watch_it,add_user,5744,58,11,43.86,1000,2026-06-01T13:22:04.801385
watch_it,add_user,5852,54,11,41.02,1000,2026-06-01T13:22:14.560490
watch_it,add_user,5928,55,11,41.57,1000,2026-06-01T13:22:24.360358
watch_it,add_user,5904,53,11,41.63,1000,2026-06-01T13:22:34.161880
watch_it,edit_user,3404,43,11,33.12,1000,2026-06-01T13:22:40.566010
watch_it,search_query,-1396,38,2,18.34,1000,2026-06-01T13:22:43.106616
watch_it,search_clear,3636,64,11,52.41,1000,2026-06-01T13:22:44.215340
watch_it,delete_user,1812,45,11,37.17,1000,2026-06-01T13:22:46.293539
watch_it,load_page_2,2972,62,23,54.72,1000,2026-06-01T13:22:48.419434
watch_it,load_page_3,5292,84,34,74.63,1000,2026-06-01T13:22:49.809521
