library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,14628,65,11,41.73,1000,2026-06-01T13:25:22.707248
riverpod,add_user,5900,56,11,46.28,1000,2026-06-01T13:25:35.040092
riverpod,add_user,5744,41,11,34.50,1000,2026-06-01T13:25:44.809535
riverpod,add_user,5968,60,11,49.06,1000,2026-06-01T13:25:54.646248
riverpod,add_user,5828,60,11,46.82,1000,2026-06-01T13:26:04.432468
riverpod,add_user,6116,59,11,49.35,1000,2026-06-01T13:26:14.229159
riverpod,edit_user,532,18,2,18.16,1000,2026-06-01T13:26:20.622814
riverpod,search_query,-1120,41,1,17.50,1000,2026-06-01T13:26:23.165302
riverpod,search_clear,5844,49,11,43.61,1000,2026-06-01T13:26:24.259281
riverpod,delete_user,1540,52,11,44.79,1000,2026-06-01T13:26:26.363079
riverpod,load_page_2,4752,55,13,50.24,1000,2026-06-01T13:26:28.484273
riverpod,load_page_3,4020,76,21,67.16,1000,2026-06-01T13:26:29.870695
getx,load_page_1,6292,46,10,32.80,1000,2026-06-01T13:26:33.997542
getx,add_user,5712,41,10,34.12,1000,2026-06-01T13:26:46.341142
getx,add_user,5664,53,10,42.80,1000,2026-06-01T13:26:56.105174
getx,add_user,5616,45,10,34.70,1000,2026-06-01T13:27:05.838088
getx,add_user,5684,54,10,45.37,1000,2026-06-01T13:27:15.625988
getx,add_user,5680,39,10,32.42,1000,2026-06-01T13:27:25.407603
getx,edit_user,3464,31,10,20.91,1000,2026-06-01T13:27:31.802934
getx,search_query,-1660,43,1,15.24,1000,2026-06-01T13:27:34.320634
getx,search_clear,3424,57,10,46.13,1000,2026-06-01T13:27:35.413524
getx,delete_user,3376,55,10,43.97,1000,2026-06-01T13:27:37.498623
getx,load_page_2,2808,81,22,66.39,1000,2026-06-01T13:27:39.613460
getx,load_page_3,2940,89,33,74.70,1000,2026-06-01T13:27:40.980019
provider,load_page_1,6184,49,11,34.27,1000,2026-06-01T13:27:45.078703
provider,add_user,3996,59,11,44.86,1000,2026-06-01T13:27:57.470099
provider,add_user,4044,53,11,41.41,1000,2026-06-01T13:28:07.271479
provider,add_user,3988,58,11,41.68,1000,2026-06-01T13:28:17.069470
provider,add_user,5716,36,11,28.84,1000,2026-06-01T13:28:26.780683
provider,add_user,3708,33,11,26.27,1000,2026-06-01T13:28:36.525455
provider,edit_user,3416,30,11,24.09,1000,2026-06-01T13:28:42.894160
provider,search_query,788,33,2,15.81,1000,2026-06-01T13:28:45.392125
provider,search_clear,3784,60,11,47.73,1000,2026-06-01T13:28:46.489246
provider,delete_user,1692,45,11,28.83,1000,2026-06-01T13:28:48.551372
provider,load_page_2,1008,78,23,63.42,1000,2026-06-01T13:28:50.685126
provider,load_page_3,5540,80,34,70.97,1000,2026-06-01T13:28:52.051460
watch_it,load_page_1,6216,50,11,34.37,1000,2026-06-01T13:28:56.163147
watch_it,add_user,5772,54,11,41.46,1000,2026-06-01T13:29:08.527470
watch_it,add_user,5772,58,11,44.45,1000,2026-06-01T13:29:18.320842
watch_it,add_user,5732,40,11,34.08,1000,2026-06-01T13:29:28.052119
watch_it,add_user,5764,41,11,34.02,1000,2026-06-01T13:29:37.815693
watch_it,add_user,5828,57,11,43.72,1000,2026-06-01T13:29:47.594444
watch_it,edit_user,3384,30,11,26.20,1000,2026-06-01T13:29:53.952580
watch_it,search_query,-1260,39,2,17.77,1000,2026-06-01T13:29:56.470543
watch_it,search_clear,3680,40,11,33.97,1000,2026-06-01T13:29:57.542692
watch_it,delete_user,1668,47,11,37.82,1000,2026-06-01T13:29:59.643484
watch_it,load_page_2,3148,62,23,54.32,1000,2026-06-01T13:30:01.752365
watch_it,load_page_3,5180,101,34,85.35,1000,2026-06-01T13:30:03.140806
