library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,14996,65,11,42.61,100,2026-05-31T10:38:34.818930
riverpod,add_user,4184,37,11,29.88,100,2026-05-31T10:38:47.017074
riverpod,add_user,3660,34,11,28.29,100,2026-05-31T10:38:56.711653
riverpod,add_user,6096,41,11,30.78,100,2026-05-31T10:39:06.382218
riverpod,add_user,3572,31,11,26.44,100,2026-05-31T10:39:16.039829
riverpod,add_user,3960,33,11,27.25,100,2026-05-31T10:39:25.692152
riverpod,edit_user,824,27,2,18.68,100,2026-05-31T10:39:32.013913
riverpod,search_query,868,22,1,14.57,100,2026-05-31T10:39:34.493101
riverpod,search_clear,3752,32,11,26.73,100,2026-05-31T10:39:35.556965
riverpod,delete_user,4404,45,11,24.55,100,2026-05-31T10:39:37.633894
riverpod,load_page_2,6740,63,13,48.72,100,2026-05-31T10:39:39.717077
riverpod,load_page_3,5384,57,21,50.44,100,2026-05-31T10:39:41.057517
getx,load_page_1,6260,36,10,19.86,100,2026-05-31T10:39:45.108496
getx,add_user,4100,34,10,25.94,100,2026-05-31T10:39:57.385555
getx,add_user,1772,33,10,26.18,100,2026-05-31T10:40:07.053334
getx,add_user,1728,28,10,22.05,100,2026-05-31T10:40:16.732073
getx,add_user,1752,29,10,22.00,100,2026-05-31T10:40:26.392300
getx,add_user,3684,32,10,26.15,100,2026-05-31T10:40:36.090591
getx,edit_user,536,14,1,12.78,100,2026-05-31T10:40:42.416022
getx,search_query,492,21,1,13.03,100,2026-05-31T10:40:44.908427
getx,search_clear,3472,31,10,25.22,100,2026-05-31T10:40:45.969059
getx,delete_user,3688,42,10,27.54,100,2026-05-31T10:40:48.051157
getx,load_page_2,5028,59,22,42.04,100,2026-05-31T10:40:50.143223
getx,load_page_3,5212,70,33,56.84,100,2026-05-31T10:40:51.496483
provider,load_page_1,6352,43,11,23.94,100,2026-05-31T10:40:55.561429
provider,add_user,1896,34,11,28.19,100,2026-05-31T10:41:07.792219
provider,add_user,5924,39,11,29.72,100,2026-05-31T10:41:17.496104
provider,add_user,-136,32,11,24.90,100,2026-05-31T10:41:27.163385
provider,add_user,1596,34,11,25.84,100,2026-05-31T10:41:36.850024
provider,add_user,6120,36,11,29.02,100,2026-05-31T10:41:46.519996
provider,edit_user,748,12,2,12.00,100,2026-05-31T10:41:52.828054
provider,search_query,588,22,1,11.54,100,2026-05-31T10:41:55.322128
provider,search_clear,5764,42,11,28.55,100,2026-05-31T10:41:56.395308
provider,delete_user,2000,40,11,28.91,100,2026-05-31T10:41:58.465162
provider,load_page_2,2440,48,13,35.33,100,2026-05-31T10:42:00.550009
provider,load_page_3,6588,63,21,53.62,100,2026-05-31T10:42:01.917515
watch_it,load_page_1,6216,44,11,25.37,100,2026-05-31T10:42:05.969104
watch_it,add_user,3804,39,11,29.82,100,2026-05-31T10:42:18.217042
watch_it,add_user,3696,30,11,24.29,100,2026-05-31T10:42:27.905387
watch_it,add_user,6100,53,11,34.49,100,2026-05-31T10:42:37.649340
watch_it,add_user,3784,29,11,23.60,100,2026-05-31T10:42:47.303075
watch_it,add_user,3680,36,11,29.04,100,2026-05-31T10:42:56.977015
watch_it,edit_user,-1532,14,1,11.46,100,2026-05-31T10:43:03.276171
watch_it,search_query,968,24,2,12.07,100,2026-05-31T10:43:05.763402
watch_it,search_clear,3664,32,11,26.23,100,2026-05-31T10:43:06.824385
watch_it,delete_user,3820,37,11,23.51,100,2026-05-31T10:43:08.892427
watch_it,load_page_2,3388,55,23,40.60,100,2026-05-31T10:43:10.980298
watch_it,load_page_3,5568,76,34,58.87,100,2026-05-31T10:43:12.347236
