library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,15236,63,11,50.69,100,2026-05-31T10:33:17.960622
riverpod,add_user,6236,42,11,31.22,100,2026-05-31T10:33:30.208151
riverpod,add_user,3660,43,11,28.92,100,2026-05-31T10:33:39.891040
riverpod,add_user,4224,32,11,27.64,100,2026-05-31T10:33:49.583904
riverpod,add_user,1908,30,11,25.26,100,2026-05-31T10:33:59.281142
riverpod,add_user,1700,32,11,24.60,100,2026-05-31T10:34:08.959220
riverpod,edit_user,-1296,16,2,14.07,100,2026-05-31T10:34:15.269102
riverpod,search_query,476,35,1,19.51,100,2026-05-31T10:34:17.774124
riverpod,search_clear,4108,37,11,30.80,100,2026-05-31T10:34:18.821398
riverpod,delete_user,4088,43,11,29.85,100,2026-05-31T10:34:20.890549
riverpod,load_page_2,4848,51,13,41.15,100,2026-05-31T10:34:22.967292
riverpod,load_page_3,7364,70,21,55.43,100,2026-05-31T10:34:24.332462
getx,load_page_1,6376,40,10,24.19,100,2026-05-31T10:34:28.389980
getx,add_user,5828,43,10,30.12,100,2026-05-31T10:34:40.614194
getx,add_user,1744,28,10,22.82,100,2026-05-31T10:34:50.265038
getx,add_user,1652,30,10,24.18,100,2026-05-31T10:34:59.951895
getx,add_user,1520,33,10,26.99,100,2026-05-31T10:35:09.606267
getx,add_user,1696,32,10,25.05,100,2026-05-31T10:35:19.252479
getx,edit_user,-1560,14,1,12.27,100,2026-05-31T10:35:25.579045
getx,search_query,476,23,1,10.05,100,2026-05-31T10:35:28.074368
getx,search_clear,5592,53,10,39.65,100,2026-05-31T10:35:29.148496
getx,delete_user,1536,34,10,25.89,100,2026-05-31T10:35:31.213788
getx,load_page_2,4868,58,22,42.46,100,2026-05-31T10:35:33.300027
getx,load_page_3,5272,74,33,58.35,100,2026-05-31T10:35:34.663677
provider,load_page_1,6216,44,11,24.12,100,2026-05-31T10:35:38.725776
provider,add_user,5988,43,11,29.88,100,2026-05-31T10:35:50.997940
provider,add_user,2288,40,11,25.90,100,2026-05-31T10:36:00.688312
provider,add_user,3728,44,11,31.15,100,2026-05-31T10:36:10.358037
provider,add_user,3796,32,11,26.36,100,2026-05-31T10:36:20.005028
provider,add_user,3732,41,11,30.48,100,2026-05-31T10:36:29.702278
provider,edit_user,512,13,2,12.19,100,2026-05-31T10:36:36.008354
provider,search_query,604,20,1,16.35,100,2026-05-31T10:36:38.501484
provider,search_clear,3612,33,11,27.35,100,2026-05-31T10:36:39.566167
provider,delete_user,1792,39,11,28.48,100,2026-05-31T10:36:41.636952
provider,load_page_2,2692,49,13,35.88,100,2026-05-31T10:36:43.712602
provider,load_page_3,4428,69,21,53.54,100,2026-05-31T10:36:45.078724
watch_it,load_page_1,4716,46,11,26.41,100,2026-05-31T10:36:49.138785
watch_it,add_user,1804,31,11,26.28,100,2026-05-31T10:37:01.375281
watch_it,add_user,3736,36,11,28.55,100,2026-05-31T10:37:11.059163
watch_it,add_user,1788,31,11,25.81,100,2026-05-31T10:37:20.727615
watch_it,add_user,3720,44,11,30.59,100,2026-05-31T10:37:30.405507
watch_it,add_user,3724,44,11,31.17,100,2026-05-31T10:37:40.082228
watch_it,edit_user,772,15,1,18.33,100,2026-05-31T10:37:46.387103
watch_it,search_query,560,26,2,12.15,100,2026-05-31T10:37:48.882475
watch_it,search_clear,3644,33,11,28.38,100,2026-05-31T10:37:49.945779
watch_it,delete_user,4780,53,11,28.86,100,2026-05-31T10:37:52.028109
watch_it,load_page_2,3288,57,23,43.37,100,2026-05-31T10:37:54.100
watch_it,load_page_3,11408,84,34,58.97,100,2026-05-31T10:37:55.472912
