library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,17900,72,11,53.61,5000,2026-05-31T11:55:08.205288
riverpod,add_user,4064,44,11,32.13,5000,2026-05-31T11:55:20.450108
riverpod,add_user,2048,39,11,27.34,5000,2026-05-31T11:55:30.132172
riverpod,add_user,5960,43,11,30.47,5000,2026-05-31T11:55:39.818015
riverpod,add_user,6128,43,11,31.37,5000,2026-05-31T11:55:49.515631
riverpod,add_user,5944,32,11,26.10,5000,2026-05-31T11:55:59.210167
riverpod,edit_user,-1528,18,2,15.79,5000,2026-05-31T11:56:05.549782
riverpod,search_query,904,31,1,12.05,5000,2026-05-31T11:56:08.050004
riverpod,search_clear,6116,43,11,33.99,5000,2026-05-31T11:56:09.111119
riverpod,delete_user,3896,40,11,27.43,5000,2026-05-31T11:56:11.174926
riverpod,load_page_2,14548,119,43,105.37,5000,2026-05-31T11:56:13.321257
riverpod,load_page_3,12744,109,51,88.71,5000,2026-05-31T11:56:14.684519
getx,load_page_1,6184,34,10,30.11,5000,2026-05-31T11:56:18.720114
getx,add_user,6012,41,10,30.96,5000,2026-05-31T11:56:31.008509
getx,add_user,5852,48,10,35.64,5000,2026-05-31T11:56:40.685884
getx,add_user,3832,33,10,25.92,5000,2026-05-31T11:56:50.365273
getx,add_user,3820,43,10,30.77,5000,2026-05-31T11:57:00.022904
getx,add_user,3872,28,10,22.91,5000,2026-05-31T11:57:09.696213
getx,edit_user,524,22,1,13.84,5000,2026-05-31T11:57:16.041189
getx,search_query,808,30,1,11.54,5000,2026-05-31T11:57:18.547138
getx,search_clear,5392,30,10,24.20,5000,2026-05-31T11:57:19.600299
getx,delete_user,3752,39,10,25.43,5000,2026-05-31T11:57:21.673704
getx,load_page_2,11272,104,52,84.79,5000,2026-05-31T11:57:23.806050
getx,load_page_3,17548,129,63,108.53,5000,2026-05-31T11:57:25.178710
provider,load_page_1,6392,43,11,28.72,5000,2026-05-31T11:57:29.218795
provider,add_user,1964,29,11,23.90,5000,2026-05-31T11:57:41.429136
provider,add_user,3560,45,11,32.37,5000,2026-05-31T11:57:51.126047
provider,add_user,4068,41,11,29.80,5000,2026-05-31T11:58:00.815837
provider,add_user,6116,39,11,31.15,5000,2026-05-31T11:58:10.503160
provider,add_user,6008,46,11,32.65,5000,2026-05-31T11:58:20.178010
provider,edit_user,-1288,24,2,16.01,5000,2026-05-31T11:58:26.489617
provider,search_query,828,23,1,9.39,5000,2026-05-31T11:58:28.962370
provider,search_clear,3560,36,11,29.81,5000,2026-05-31T11:58:30.022147
provider,delete_user,3848,37,11,24.95,5000,2026-05-31T11:58:32.088482
provider,load_page_2,10664,99,43,79.78,5000,2026-05-31T11:58:34.219050
provider,load_page_3,16988,122,51,87.18,5000,2026-05-31T11:58:35.586464
watch_it,load_page_1,6488,39,11,29.67,5000,2026-05-31T11:58:39.615396
watch_it,add_user,5860,41,11,30.70,5000,2026-05-31T11:58:51.892944
watch_it,add_user,5848,32,11,26.38,5000,2026-05-31T11:59:01.545979
watch_it,add_user,4080,38,11,28.96,5000,2026-05-31T11:59:11.244713
watch_it,add_user,64,30,11,23.95,5000,2026-05-31T11:59:20.918127
watch_it,add_user,1968,33,11,26.95,5000,2026-05-31T11:59:30.620185
watch_it,edit_user,728,22,1,15.28,5000,2026-05-31T11:59:36.968428
watch_it,search_query,852,22,2,11.16,5000,2026-05-31T11:59:39.457118
watch_it,search_clear,3776,34,11,27.61,5000,2026-05-31T11:59:40.522948
watch_it,delete_user,2000,43,11,28.49,5000,2026-05-31T11:59:42.594065
watch_it,load_page_2,11392,104,53,84.70,5000,2026-05-31T11:59:44.726686
watch_it,load_page_3,21900,145,64,102.84,5000,2026-05-31T11:59:46.112435
