library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,11116,39,1,26.21,0,2026-05-31T12:33:22.862930
riverpod,add_user,-632,23,2,20.12,0,2026-05-31T12:33:35.052239
riverpod,add_user,1396,24,3,17.89,0,2026-05-31T12:33:44.697136
riverpod,add_user,1676,21,4,18.01,0,2026-05-31T12:33:54.367079
riverpod,add_user,1780,24,5,20.16,0,2026-05-31T12:34:04.046079
riverpod,add_user,2504,28,6,23.42,0,2026-05-31T12:34:13.729033
riverpod,edit_user,756,22,2,15.95,0,2026-05-31T12:34:20.067038
riverpod,search_query,572,13,1,13.09,0,2026-05-31T12:34:22.538074
riverpod,search_clear,4076,24,6,19.05,0,2026-05-31T12:34:23.594253
riverpod,delete_user,-128,26,5,17.07,0,2026-05-31T12:34:25.661583
getx,load_page_1,3112,21,0,17.48,0,2026-05-31T12:34:30.456364
getx,add_user,-1184,14,1,13.01,0,2026-05-31T12:34:42.663206
getx,add_user,1356,14,2,10.98,0,2026-05-31T12:34:52.318266
getx,add_user,1664,19,3,14.91,0,2026-05-31T12:35:01.985014
getx,add_user,1740,22,4,17.61,0,2026-05-31T12:35:11.658130
getx,add_user,4452,21,5,18.08,0,2026-05-31T12:35:21.338073
getx,edit_user,-1544,11,1,19.61,0,2026-05-31T12:35:27.666971
getx,search_query,276,19,1,12.88,0,2026-05-31T12:35:30.159052
getx,search_clear,3956,20,5,15.71,0,2026-05-31T12:35:31.206026
getx,delete_user,-456,26,4,15.76,0,2026-05-31T12:35:33.284656
provider,load_page_1,3348,15,1,13.90,0,2026-05-31T12:35:38.063490
provider,add_user,2856,23,2,14.49,0,2026-05-31T12:35:50.303042
provider,add_user,3484,20,3,15.10,0,2026-05-31T12:35:59.950034
provider,add_user,3772,21,4,14.78,0,2026-05-31T12:36:09.588012
provider,add_user,4028,21,5,16.70,0,2026-05-31T12:36:19.245572
provider,add_user,2212,25,6,21.68,0,2026-05-31T12:36:28.894112
provider,edit_user,-1560,17,2,13.46,0,2026-05-31T12:36:35.200385
provider,search_query,716,12,1,12.12,0,2026-05-31T12:36:37.690336
provider,search_clear,4240,24,6,18.95,0,2026-05-31T12:36:38.739272
provider,delete_user,1880,31,5,18.96,0,2026-05-31T12:36:40.809482
watch_it,load_page_1,3220,23,1,15.17,0,2026-05-31T12:36:45.594494
watch_it,add_user,-1176,19,2,13.86,0,2026-05-31T12:36:57.799296
watch_it,add_user,1484,20,3,14.39,0,2026-05-31T12:37:07.420978
watch_it,add_user,-552,22,4,17.34,0,2026-05-31T12:37:17.051314
watch_it,add_user,1960,24,5,18.32,0,2026-05-31T12:37:26.716998
watch_it,add_user,2192,23,6,18.61,0,2026-05-31T12:37:36.389191
watch_it,edit_user,508,9,1,11.78,0,2026-05-31T12:37:42.707966
watch_it,search_query,596,21,2,11.16,0,2026-05-31T12:37:45.204880
watch_it,search_clear,4016,25,6,20.55,0,2026-05-31T12:37:46.262297
watch_it,delete_user,1736,29,5,15.33,0,2026-05-31T12:37:48.326566
