library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,11600,42,1,34.71,0,2026-05-31T12:38:26.622939
riverpod,add_user,-792,22,2,18.20,0,2026-05-31T12:38:38.811382
riverpod,add_user,1416,21,3,18.07,0,2026-05-31T12:38:48.476934
riverpod,add_user,1600,22,4,18.05,0,2026-05-31T12:38:58.150118
riverpod,add_user,4304,26,5,20.89,0,2026-05-31T12:39:07.808453
riverpod,add_user,4396,30,6,25.79,0,2026-05-31T12:39:17.477173
riverpod,edit_user,-1068,11,2,10.92,0,2026-05-31T12:39:23.751913
riverpod,search_query,408,13,1,12.45,0,2026-05-31T12:39:26.237015
riverpod,search_clear,2024,40,6,34.74,0,2026-05-31T12:39:27.310163
riverpod,delete_user,20,26,5,15.49,0,2026-05-31T12:39:29.361960
getx,load_page_1,3160,22,0,14.60,0,2026-05-31T12:39:34.131121
getx,add_user,-1272,16,1,11.48,0,2026-05-31T12:39:46.343327
getx,add_user,-672,17,2,13.52,0,2026-05-31T12:39:55.994249
getx,add_user,1716,20,3,15.19,0,2026-05-31T12:40:05.658330
getx,add_user,1956,22,4,16.52,0,2026-05-31T12:40:15.315168
getx,add_user,2020,27,5,20.23,0,2026-05-31T12:40:24.975044
getx,edit_user,504,11,1,25.59,0,2026-05-31T12:40:31.308302
getx,search_query,364,11,1,12.64,0,2026-05-31T12:40:33.792441
getx,search_clear,1900,22,5,18.41,0,2026-05-31T12:40:34.850738
getx,delete_user,1592,27,4,15.62,0,2026-05-31T12:40:36.917441
provider,load_page_1,3280,20,1,18.31,0,2026-05-31T12:40:41.705275
provider,add_user,808,18,2,12.43,0,2026-05-31T12:40:53.909200
provider,add_user,1396,17,3,13.45,0,2026-05-31T12:41:03.534026
provider,add_user,1532,23,4,17.70,0,2026-05-31T12:41:13.200043
provider,add_user,4176,17,5,14.82,0,2026-05-31T12:41:22.894224
provider,add_user,2164,21,6,17.71,0,2026-05-31T12:41:32.545092
provider,edit_user,736,22,2,15.20,0,2026-05-31T12:41:38.906410
provider,search_query,508,20,1,10.29,0,2026-05-31T12:41:41.394036
provider,search_clear,4280,23,6,17.79,0,2026-05-31T12:41:42.441367
provider,delete_user,-184,27,5,16.98,0,2026-05-31T12:41:44.510506
watch_it,load_page_1,3188,21,1,18.36,0,2026-05-31T12:41:49.298359
watch_it,add_user,-1264,19,2,13.92,0,2026-05-31T12:42:01.537285
watch_it,add_user,1156,21,3,15.37,0,2026-05-31T12:42:11.185376
watch_it,add_user,1812,20,4,17.60,0,2026-05-31T12:42:20.834041
watch_it,add_user,1888,22,5,17.50,0,2026-05-31T12:42:30.499080
watch_it,add_user,4032,26,6,22.19,0,2026-05-31T12:42:40.192863
watch_it,edit_user,-1528,12,1,12.14,0,2026-05-31T12:42:46.526998
watch_it,search_query,612,21,2,11.04,0,2026-05-31T12:42:49.029107
watch_it,search_clear,4248,23,6,18.84,0,2026-05-31T12:42:50.085335
watch_it,delete_user,1884,29,5,17.58,0,2026-05-31T12:42:52.155536
