library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,13256,62,11,44.92,1000,2026-05-31T11:33:47.288195
riverpod,add_user,6080,34,11,28.67,1000,2026-05-31T11:33:59.495194
riverpod,add_user,2008,33,11,27.84,1000,2026-05-31T11:34:09.189721
riverpod,add_user,3832,32,11,26.89,1000,2026-05-31T11:34:18.892923
riverpod,add_user,3900,44,11,31.30,1000,2026-05-31T11:34:28.589126
riverpod,add_user,3724,42,11,30.82,1000,2026-05-31T11:34:38.275001
riverpod,edit_user,784,14,2,14.64,1000,2026-05-31T11:34:44.599036
riverpod,search_query,700,32,1,13.95,1000,2026-05-31T11:34:47.102375
riverpod,search_clear,3852,34,11,28.35,1000,2026-05-31T11:34:48.165160
riverpod,delete_user,6488,47,11,27.66,1000,2026-05-31T11:34:50.239954
riverpod,load_page_2,8424,58,13,47.32,1000,2026-05-31T11:34:52.321608
riverpod,load_page_3,7240,63,21,54.33,1000,2026-05-31T11:34:53.676767
getx,load_page_1,6320,35,10,20.35,1000,2026-05-31T11:34:57.735131
getx,add_user,1872,28,10,22.43,1000,2026-05-31T11:35:10.005479
getx,add_user,5612,42,10,29.88,1000,2026-05-31T11:35:19.690073
getx,add_user,1696,29,10,23.65,1000,2026-05-31T11:35:29.378057
getx,add_user,1792,30,10,24.07,1000,2026-05-31T11:35:39.063186
getx,add_user,4960,38,10,30.04,1000,2026-05-31T11:35:48.747072
getx,edit_user,488,12,1,10.56,1000,2026-05-31T11:35:55.052094
getx,search_query,612,21,1,10.99,1000,2026-05-31T11:35:57.546179
getx,search_clear,3456,32,10,26.99,1000,2026-05-31T11:35:58.609386
getx,delete_user,3420,39,10,26.83,1000,2026-05-31T11:36:00.697558
getx,load_page_2,2840,53,22,41.39,1000,2026-05-31T11:36:02.781481
getx,load_page_3,5224,72,33,57.96,1000,2026-05-31T11:36:04.145655
provider,load_page_1,6212,36,11,33.14,1000,2026-05-31T11:36:08.179139
provider,add_user,2060,33,11,26.00,1000,2026-05-31T11:36:20.440290
provider,add_user,5896,34,11,28.45,1000,2026-05-31T11:36:30.135462
provider,add_user,3992,32,11,26.90,1000,2026-05-31T11:36:39.812640
provider,add_user,3688,32,11,26.94,1000,2026-05-31T11:36:49.488081
provider,add_user,5992,43,11,29.88,1000,2026-05-31T11:36:59.169959
provider,edit_user,676,20,2,13.56,1000,2026-05-31T11:37:05.507860
provider,search_query,732,24,1,11.21,1000,2026-05-31T11:37:07.998385
provider,search_clear,3788,34,11,29.28,1000,2026-05-31T11:37:09.071165
provider,delete_user,7144,55,11,29.34,1000,2026-05-31T11:37:11.154969
provider,load_page_2,4580,49,13,34.83,1000,2026-05-31T11:37:13.216284
provider,load_page_3,6564,67,21,49.96,1000,2026-05-31T11:37:14.580778
watch_it,load_page_1,6228,34,11,21.06,1000,2026-05-31T11:37:18.613843
watch_it,add_user,3788,33,11,26.61,1000,2026-05-31T11:37:30.858097
watch_it,add_user,5900,31,11,24.76,1000,2026-05-31T11:37:40.558707
watch_it,add_user,5776,45,11,30.26,1000,2026-05-31T11:37:50.238983
watch_it,add_user,3852,29,11,24.30,1000,2026-05-31T11:37:59.894062
watch_it,add_user,1776,33,11,26.42,1000,2026-05-31T11:38:09.575687
watch_it,edit_user,-1324,14,1,12.34,1000,2026-05-31T11:38:15.909427
watch_it,search_query,596,23,2,12.87,1000,2026-05-31T11:38:18.412742
watch_it,search_clear,3556,30,11,23.66,1000,2026-05-31T11:38:19.462137
watch_it,delete_user,3588,42,11,27.78,1000,2026-05-31T11:38:21.538586
watch_it,load_page_2,3076,54,23,43.93,1000,2026-05-31T11:38:23.623065
watch_it,load_page_3,7336,75,34,58.83,1000,2026-05-31T11:38:24.985139
