library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,15280,54,11,35.84,1000,2026-05-31T11:20:45.151996
riverpod,add_user,5992,43,11,31.02,1000,2026-05-31T11:20:57.404094
riverpod,add_user,2320,33,11,28.15,1000,2026-05-31T11:21:07.079863
riverpod,add_user,1940,30,11,24.02,1000,2026-05-31T11:21:16.760870
riverpod,add_user,3824,28,11,23.50,1000,2026-05-31T11:21:26.410046
riverpod,add_user,6060,28,11,23.58,1000,2026-05-31T11:21:36.103097
riverpod,edit_user,732,13,2,12.80,1000,2026-05-31T11:21:42.433419
riverpod,search_query,680,26,1,13.34,1000,2026-05-31T11:21:44.930278
riverpod,search_clear,3744,50,11,43.98,1000,2026-05-31T11:21:46.007071
riverpod,delete_user,1952,41,11,29.11,1000,2026-05-31T11:21:48.061286
riverpod,load_page_2,6768,53,13,41.12,1000,2026-05-31T11:21:50.139057
riverpod,load_page_3,7068,70,21,56.55,1000,2026-05-31T11:21:51.504563
getx,load_page_1,6336,34,10,20.53,1000,2026-05-31T11:21:55.548684
getx,add_user,5820,44,10,30.65,1000,2026-05-31T11:22:07.836030
getx,add_user,1848,29,10,22.36,1000,2026-05-31T11:22:17.504100
getx,add_user,3712,29,10,23.79,1000,2026-05-31T11:22:27.205709
getx,add_user,5864,40,10,28.50,1000,2026-05-31T11:22:36.903988
getx,add_user,3580,29,10,24.27,1000,2026-05-31T11:22:46.575056
getx,edit_user,-1556,10,1,11.65,1000,2026-05-31T11:22:52.876132
getx,search_query,512,22,1,11.95,1000,2026-05-31T11:22:55.371154
getx,search_clear,3260,38,10,24.85,1000,2026-05-31T11:22:56.449208
getx,delete_user,1448,40,10,28.21,1000,2026-05-31T11:22:58.531157
getx,load_page_2,5056,50,22,40.45,1000,2026-05-31T11:23:00.613465
getx,load_page_3,7212,73,33,57.26,1000,2026-05-31T11:23:01.985549
provider,load_page_1,6196,34,11,21.78,1000,2026-05-31T11:23:06.035617
provider,add_user,3972,29,11,24.30,1000,2026-05-31T11:23:18.299250
provider,add_user,1844,32,11,25.48,1000,2026-05-31T11:23:28.001020
provider,add_user,5764,44,11,30.64,1000,2026-05-31T11:23:37.721984
provider,add_user,1820,29,11,23.78,1000,2026-05-31T11:23:47.383103
provider,add_user,3680,43,11,29.91,1000,2026-05-31T11:23:57.056055
provider,edit_user,600,24,2,15.54,1000,2026-05-31T11:24:03.376013
provider,search_query,628,24,1,12.87,1000,2026-05-31T11:24:05.866235
provider,search_clear,5684,43,11,29.65,1000,2026-05-31T11:24:06.939079
provider,delete_user,3928,38,11,28.25,1000,2026-05-31T11:24:09.016047
provider,load_page_2,2524,48,13,35.37,1000,2026-05-31T11:24:11.091130
provider,load_page_3,4916,71,21,54.56,1000,2026-05-31T11:24:12.459137
watch_it,load_page_1,6408,37,11,21.79,1000,2026-05-31T11:24:16.522605
watch_it,add_user,1920,35,11,28.78,1000,2026-05-31T11:24:28.788164
watch_it,add_user,5788,44,11,31.25,1000,2026-05-31T11:24:38.467107
watch_it,add_user,3844,29,11,23.90,1000,2026-05-31T11:24:48.126033
watch_it,add_user,5676,36,11,27.59,1000,2026-05-31T11:24:57.789181
watch_it,add_user,1768,31,11,25.58,1000,2026-05-31T11:25:07.462166
watch_it,edit_user,504,11,1,9.90,1000,2026-05-31T11:25:13.771081
watch_it,search_query,540,19,2,11.12,1000,2026-05-31T11:25:16.260417
watch_it,search_clear,3668,33,11,26.83,1000,2026-05-31T11:25:17.312165
watch_it,delete_user,4868,49,11,27.93,1000,2026-05-31T11:25:19.396172
watch_it,load_page_2,3400,59,23,42.43,1000,2026-05-31T11:25:21.468013
watch_it,load_page_3,11792,86,34,58.35,1000,2026-05-31T11:25:22.843077
