library,event,rss_delta_kb,duration_ms,rebuild_count,worst_frame_ms,dataset_size,timestamp
riverpod,load_page_1,17332,163,11,108.61,5000,2026-06-01T16:36:29.049741
riverpod,add_user,4304,136,11,99.42,5000,2026-06-01T16:36:41.451253
riverpod,add_user,6904,40,11,33.71,5000,2026-06-01T16:36:51.708006
riverpod,add_user,6204,51,11,46.33,5000,2026-06-01T16:37:01.726017
riverpod,add_user,2364,127,11,100.36,5000,2026-06-01T16:37:11.861351
riverpod,add_user,8012,49,11,39.04,5000,2026-06-01T16:37:22.542010
riverpod,edit_user,-1284,11,2,11.83,5000,2026-06-01T16:37:28.822036
riverpod,search_query,1136,17,1,12.05,5000,2026-06-01T16:37:31.299
riverpod,search_clear,5804,36,11,27.17,5000,2026-06-01T16:37:32.360678
riverpod,delete_user,1860,54,11,39.04,5000,2026-06-01T16:37:34.440686
riverpod,load_page_2,10144,136,43,108.00,5000,2026-06-01T16:37:36.584017
riverpod,load_page_3,12268,151,51,113.01,5000,2026-06-01T16:37:37.980124
getx,load_page_1,2212,44,10,23.79,5000,2026-06-01T16:37:41.993082
getx,add_user,5936,33,10,23.77,5000,2026-06-01T16:37:54.217952
getx,add_user,1868,36,10,25.83,5000,2026-06-01T16:38:03.854722
getx,add_user,3812,35,10,26.46,5000,2026-06-01T16:38:13.527183
getx,add_user,5940,46,10,33.59,5000,2026-06-01T16:38:23.165276
getx,add_user,4028,32,10,21.96,5000,2026-06-01T16:38:32.812026
getx,edit_user,3404,21,10,17.09,5000,2026-06-01T16:38:39.109074
getx,search_query,940,37,1,11.60,5000,2026-06-01T16:38:41.620121
getx,search_clear,5396,46,10,39.44,5000,2026-06-01T16:38:42.693082
getx,delete_user,3804,41,10,24.67,5000,2026-06-01T16:38:44.762397
getx,load_page_2,11584,145,52,116.24,5000,2026-06-01T16:38:46.943063
getx,load_page_3,18336,189,63,147.06,5000,2026-06-01T16:38:48.376294
provider,load_page_1,11868,51,11,36.66,5000,2026-06-01T16:38:52.414937
provider,add_user,3720,40,11,28.68,5000,2026-06-01T16:39:04.635708
provider,add_user,3960,31,11,24.59,5000,2026-06-01T16:39:14.294133
provider,add_user,1988,35,11,26.42,5000,2026-06-01T16:39:23.981091
provider,add_user,3640,38,11,28.15,5000,2026-06-01T16:39:33.659023
provider,add_user,1704,39,11,29.96,5000,2026-06-01T16:39:43.347107
provider,edit_user,3764,30,11,20.88,5000,2026-06-01T16:39:49.665424
provider,search_query,992,30,2,11.78,5000,2026-06-01T16:39:52.157177
provider,search_clear,3732,32,11,25.16,5000,2026-06-01T16:39:53.224201
provider,delete_user,2020,41,11,25.67,5000,2026-06-01T16:39:55.306189
provider,load_page_2,11292,196,53,150.84,5000,2026-06-01T16:39:57.539905
provider,load_page_3,22100,212,64,141.91,5000,2026-06-01T16:39:58.991641
watch_it,load_page_1,11552,55,11,41.35,5000,2026-06-01T16:40:03.031646
watch_it,add_user,1584,29,11,23.21,5000,2026-06-01T16:40:15.236031
watch_it,add_user,3732,36,11,25.27,5000,2026-06-01T16:40:24.884575
watch_it,add_user,5864,35,11,30.48,5000,2026-06-01T16:40:34.530263
watch_it,add_user,4020,38,11,27.42,5000,2026-06-01T16:40:44.181152
watch_it,add_user,2024,36,11,26.92,5000,2026-06-01T16:40:53.875926
watch_it,edit_user,3368,19,11,15.75,5000,2026-06-01T16:41:00.201057
watch_it,search_query,1020,33,2,10.06,5000,2026-06-01T16:41:02.710662
watch_it,search_clear,3748,34,11,24.45,5000,2026-06-01T16:41:03.767175
watch_it,delete_user,2224,46,11,27.20,5000,2026-06-01T16:41:05.855212
watch_it,load_page_2,14832,187,53,159.64,5000,2026-06-01T16:41:08.074009
watch_it,load_page_3,10620,229,64,168.54,5000,2026-06-01T16:41:09.549335
